STOP_ID,STOP_NAME,LATITUDE,LONGITUDE,AVERAGE_DAILY
51853,Purtell St/Tucker Rd (Bentleigh),-37.92556,145.049873,0.1
51852,Halley Park/Jasper Rd (Bentleigh),-37.92754,145.03998,0.12
51851,Uonga Rd/Jasper Rd (Bentleigh),-37.929697,145.039604,0.02
51850,Brailsford Rd/Jasper Rd (Bentleigh),-37.932131,145.039141,0.37
51849,Fairbank Rd/Jasper Rd (Bentleigh),-37.932286,145.039228,0.01
51848,Small Rd/Jasper Rd (Bentleigh),-37.929852,145.039714,
51847,Halley Park/Jasper Rd (Bentleigh),-37.927732,145.0401,0.12
51846,Pollina St/Tucker Rd (Bentleigh),-37.925913,145.049955,0.03
51845,Neville St/Tucker Rd (Bentleigh),-37.923523,145.050405,0.03
51844,Glen Eira Sports and Aquatic Centre/East Boundary Rd (Bentleigh East),-37.915919,145.060298,0.52
51843,Deakin St/East Boundary Rd (Bentleigh East),-37.913771,145.060672,0.04
51842,South Dr/East Boundary Rd (Bentleigh East),-37.911246,145.061137,0.06
51841,Molden St/East Boundary Rd (Bentleigh East),-37.908434,145.061643,0.29
51840,Duncan Mackinnon Reserve/Murrumbeena Rd (Murrumbeena),-37.904282,145.062912,0.03
51827,Seaford Station/Railway Pde (Seaford),-38.104151,145.128444,1.14
51826,Flinders Christian Community School/Ballarto Rd (Carrum Downs),-38.115203,145.177426,0.02
51825,Gamble Rd/McCormicks Rd (Carrum Downs),-38.114143,145.194561,0.08
51824,Carrum Downs Plaza/McCormicks Rd (Carrum Downs),-38.116567,145.193977,0.15
51823,Flora Park Way/Ballarto Rd (Carrum Downs),-38.116007,145.185116,0.05
51822,Bellevue Cres/Seaford Rd (Seaford),-38.112228,145.154243,0.11
51821,Seaford Rd/Nepean Hwy (Seaford),-38.109201,145.125886,0.04
51820,Barry St/Seaford Rd (Seaford),-38.111518,145.14752,0.1
51819,Prince Cres/Seaford Rd (Seaford),-38.112006,145.15158,11.99
51818,Bellevue Cres/Seaford Rd (Seaford),-38.112491,145.154909,0.11
51817,Atlas Dr/Hall Rd (Cranbourne West),-38.107557,145.236786,6.78
51816,Flora Park Way/Ballarto Rd (Carrum Downs),-38.116138,145.184851,0.05
51815,Bradman Dr/Hall Rd (Cranbourne West),-38.108169,145.24212,0.28
51814,Carrum Downs Plaza/Ballarto Rd (Carrum Downs),-38.117118,145.192857,0.15
51813,Gamble Rd/McCormicks Rd (Skye),-38.114127,145.194687,0.07
51812,Bradman Dr/Hall Rd (Cranbourne West),-38.108249,145.244479,0.28
51811,Edinburgh Dr/Hall Rd (Skye),-38.102942,145.199866,0.02
51810,Edinburgh Rd/Hall Rd (Skye),-38.102973,145.201314,0.09
51803,Concorde Ave/City Vista Ct (Fraser Rise),-37.718699,144.725917,20.98
51802,Concorde Ave/City Vista Ct (Fraser Rise),-37.718487,144.726139,20.98
51801,Springside P-9 College/Hume Dr (Caroline Springs),-37.709873,144.738835,7.26
51773,Essendon Station/Russell St (Essendon),-37.756417,144.916686,1152.52
51771,Essendon Station/Mt Alexander Rd (Essendon),-37.756159,144.917919,31.7
51770,Brookfield Bvd/Aitken Bvd (Craigieburn),-37.581186,144.915465,3.5
51769,Wisteria Ave/Aitken Bvd (Craigieburn),-37.571983,144.920477,5.42
51768,Bridgehaven Dr/Aitken Bvd (Craigieburn),-37.570723,144.920071,0.75
51767,Brookfield Bvd/Aitken Bvd (Craigieburn),-37.581139,144.915353,3.5
51766,James Mirams Dr/Aitken Bvd (Roxburgh Park),-37.616053,144.913404,4.47
51765,Coronet Ave/Aitken Bvd (Roxburgh Park),-37.610661,144.912728,6.45
51764,Craigieburn Central SC/Central Park Ave (Craigieburn),-37.590684,144.915925,122.21
51763,Splash Aqua Park and Leisure Centre/Aitken Bvd (Craigieburn),-37.589527,144.911156,2.34
51762,Marathon Bvd/Aitken Bvd (Craigieburn),-37.585034,144.911893,5.2
51761,Mount Ridley College/Aitken Bvd (Craigieburn),-37.575947,144.920922,2.46
51760,Highlands SC/Aitken Bvd (Craigieburn),-37.574208,144.920914,5.77
51759,Mt Ridley Rd/Aitken Bvd (Craigieburn),-37.568268,144.920366,13.13
51758,Mt Ridley Rd/Aitken Bvd (Craigieburn),-37.568014,144.920237,13.13
51757,Highlands SC/Aitken Bvd (Craigieburn),-37.574699,144.92064,5.77
51756,Highlands Hotel/Aitken Bvd (Craigieburn),-37.57702,144.919907,0.87
51755,Marathon Bvd/Aitken Bvd (Craigieburn),-37.585306,144.911443,5.2
51754,Splash Aqua Park and Leisure Centre/Aitken Bvd (Craigieburn),-37.589215,144.910802,2.34
51753,Main St/Central Park Ave (Craigieburn),-37.590927,144.91593,6.62
51752,Candlebark Dr/Aitken Bvd (Greenvale),-37.611589,144.912736,1.77
51751,Lysterfield Dr/Aitken Bvd (Greenvale),-37.61576,144.913152,1.36
51738,Hawkstowe Station/Plenty Rd (South Morang),-37.622396,145.096029,17.84
51737,Middle Gorge  Station/Williamsons Rd (South Morang),-37.642477,145.092831,7.42
51736,Hawkstowe Station/Hawkstowe Pde (South Morang),-37.622972,145.098235,8.48
51735,Hawkstowe Station/Hawkstowe Pde (South Morang),-37.623123,145.098095,8.48
51734,Mernda Station/Bridge Inn Rd (Mernda),-37.602491,145.101283,363.09
51733,Mernda Station/Bridge Inn Rd (Mernda),-37.602096,145.101372,363.09
51732,Mernda Station/Bridge Inn Rd (Mernda),-37.602479,145.101091,363.09
51731,Mernda Station/Bridge Inn Rd (Mernda),-37.602093,145.101157,363.09
51730,Beacon Pl/Vantage Point Bvd (Doreen),-37.603644,145.113046,0.01
51729,Towerhill Rd/Vantage Point Bvd (Doreen),-37.605342,145.11213,
51728,Cootamundra Rd/Vantage Point Bvd (Doreen),-37.606969,145.11184,
51727,Fleetwood Dr/Vantage Point Bvd (Doreen),-37.607153,145.110974,
51726,Coolibah St/Wallaroo Way (Doreen),-37.608078,145.108516,
51725,Coolibah St/Wallaroo Way (Doreen),-37.608641,145.108207,
51724,Purcell St/Wallaroo Way (Doreen),-37.610612,145.108055,
51723,Purcell St/Wallaroo Way (Doreen),-37.610889,145.107912,
51722,Lincoln Way/Wallaroo Way (Doreen),-37.611912,145.112157,
51721,Lincoln Way/Wallaroo Way (Doreen),-37.611861,145.111207,
51720,Nurture Ave/Elation Bvd (Doreen),-37.611872,145.116961,0.43
51719,Nurture Ave/Elation Bvd (Doreen),-37.612047,145.116096,0.43
51718,Independence Bvd/Elation Bvd (Doreen),-37.611581,145.119631,
51717,Independence Bvd/Elation Bvd (Doreen),-37.611734,145.119638,
51716,Bassetts Rd/Bridge Inn Rd (Doreen),-37.602718,145.114847,2.38
51715,Lexington Ave/Bridge Inn Rd (Doreen),-37.603383,145.118671,7.69
51714,Resort Bvd/Bridge Inn Rd (Doreen),-37.603041,145.11758,3.01
51713,Clancy Way/Painted Hills Rd (Doreen),-37.601397,145.12358,3.65
51712,Clancy Way/Painted Hills Rd (Doreen),-37.601278,145.123458,3.65
51711,Hazel Glen Child and Family Centre/Painted Hills Rd (Doreen),-37.598713,145.124225,8.96
51710,Hazel Glen Child and Family Centre/Painted Hills Rd (Doreen),-37.598612,145.124681,8.96
51709,Breadalbane Ave/Waterview Dr (Mernda),-37.611804,145.088652,1.38
51708,Mernda Village SC/Galloway Dr (Mernda),-37.593741,145.090179,34.77
51707,Mernda Village Medical/Mernda Village Dr (Mernda),-37.594218,145.090665,20.79
51706,Creek Park/Mernda Village Dr (Mernda),-37.592448,145.101085,3.81
51705,Mernda Adventure Park/Mernda Village Dr (Mernda),-37.592553,145.10089,0.71
51704,Bridge Inn Rd/Schotters Rd (Mernda),-37.599746,145.102032,83.45
51703,Hayes Rd/Schotters Rd (Mernda),-37.593472,145.103109,5
51702,Schotters Rd/Hazel Glen Dr (Mernda),-37.587179,145.104039,0.92
51701,Vittorio Rd/Schotters Rd (Mernda),-37.587787,145.103752,7.36
51646,Murrumbeena Station/Murrumbeena Rd (Murrumbeena),-37.889948,145.066392,95.84
51645,Murrumbeena Station/Murrumbeena Rd (Murrumbeena),-37.890139,145.066524,95.84
51644,Murrumbeena Station/Neerim Rd (Murrumbeena),-37.88965,145.066923,
51643,Murrumbeena Station/Neerim Rd (Murrumbeena),-37.889543,145.067005,
51642,Noble St/Frank St (Noble Park),-37.967972,145.172945,2.77
51641,Douglas St/Frank St (Noble Park),-37.965892,145.173645,38.49
51640,Noble Park Station/Mons Pde (Noble Park),-37.966703,145.176505,124.47
51639,Copas Park/Noble St (Noble Park),-37.968769,145.174928,0.25
51638,Stewart Cres/Westcott Pde (Rockbank),-37.734728,144.667728,
51637,Rockbank Caravan Park (opp)/Westcott Pde (Rockbank),-37.731524,144.660182,
51635,Mantel Grn/Lithgow St (Beveridge),-37.47151,144.956237,3.37
51634,Pacific Gra/Golf Links Dr (Beveridge),-37.475974,144.95019,1.26
51633,Blossom Way/Mandalay Cct (Beveridge),-37.479336,144.953344,1.48
51632,Waterfall Cres/Mandalay Cct (Beveridge),-37.480261,144.944815,1.02
51631,Solomon Way/Mandalay Cct (Beveridge),-37.479753,144.952937,0.63
51630,Mantel Grn/Lithgow St (Beveridge),-37.47163,144.955884,3.37
51627,Hume Anglican Grammar School/Mt Ridley Rd (Mickleham),-37.56834,144.931085,1284.36
51626,St Andrews Dr/Fairways Bvd (Craigieburn),-37.607314,144.919131,17.31
51625,Mosman Way/Fairways Bvd (Craigieburn),-37.606944,144.915562,18.48
51624,Fairways Bvd/Aitken Bvd (Craigieburn),-37.606811,144.911578,9.71
51623,Cable Cct/Aitken Bvd (Craigieburn),-37.601781,144.909986,15.19
51622,Waterview Bvd/Elevation Bvd (Craigieburn),-37.601412,144.904967,16.57
51621,Brentwick Dr/Waterview Bvd (Craigieburn),-37.599593,144.903988,18.44
51620,Craigieburn Rd/Waterview Bvd (Craigieburn),-37.593676,144.905252,10.63
51619,Madison Dr/Warerview Bvd (Craigieburn),-37.590576,144.905758,8.06
51618,Craigieburn Central SC/Central Park Ave (Craigieburn),-37.590888,144.915716,122.21
51617,Craigieburn Central SC/Central Park Ave (Craigieburn),-37.590629,144.915338,122.21
51616,Madison Dr/Waterview Bvd (Craigieburn),-37.58998,144.905662,0.6
51615,Craigieburn Rd/Waterview Bvd (Craigieburn),-37.593538,144.905064,10.63
51614,Royalden Tce/Waterview Bvd (Craigieburn),-37.599418,144.903777,3
51613,Waterview Bvd/Elevation Bvd (Craigieburn),-37.601519,144.904908,16.57
51612,Elevation Bvd/Aitken Bvd (Craigieburn),-37.601894,144.909756,3.06
51611,Fairways Bvd/Aitken Bvd (Craigieburn),-37.606326,144.911207,9.71
51610,Mosman Way/Fairways Bvd (Craigieburn),-37.606891,144.915088,18.48
51609,Brewer Rd/Nepean Hwy (Bentleigh),-37.921132,145.023211,0.42
51608,Billson St/Marriage Rd (Brighton East),-37.919286,145.014206,0.81
51607,Balfour St/Marriage Rd (Brighton East),-37.919254,145.012853,1.38
51606,Brighton Sec Col/Marriage Rd (Brighton East),-37.919664,145.017369,1.94
51605,Brighton Sec Col/Marriage Rd (Brighton East),-37.919771,145.017321,1.94
51604,Robinson St/Marriage Rd (Brighton East),-37.919979,145.020045,8.73
51603,Burwah Ave/Marriage Rd (Brighton East),-37.920088,145.020065,9.93
51601,Classic Residences Ret Vil/Thomas St (Brighton East),-37.919367,145.022781,4.55
51600,Dendy St/Nepean Hwy (Brighton East),-37.922158,145.023673,0.11
51599,Clayton Station/Carinish Rd (Clayton),-37.92446,145.120677,117.02
51598,Clayton Station/Carinish Rd (Clayton),-37.924754,145.121056,117.02
51597,Clayton Station/Clayton Rd (Clayton),-37.924673,145.119909,43.74
51596,Tuckers Rd/Pattersons Rd (Clyde),-38.121074,145.345139,29.27
51595,Thoroughbred Dr/Pattersons Rd (Clyde North),-38.119889,145.33782,0.76
51594,Lynbrook Village SC/Lynbrook Bvd (Lynbrook),-38.050779,145.256463,45.15
51590,Huntingdale Station/Haughton Rd (Oakleigh),-37.911158,145.103259,2253.68
51589,Huntingdale Station/Haughton Rd (Oakleigh),-37.910984,145.103105,2253.68
51588,Huntingdale Station/Haughton Rd (Oakleigh),-37.910865,145.102994,2253.68
51587,Huntingdale Station/Haughton Rd (Oakleigh),-37.91094,145.102617,2253.68
51586,Huntingdale Station/Haughton Rd (Oakleigh),-37.9112,145.103065,2253.68
51585,Cambridge Reserve/Mitchell (Maidstone),-37.782006,144.872593,2.1
51584,Raglan St/Mitchell St (Maidstone),-37.782357,144.876535,3.29
51583,Havelock St/Mitchell St (Maidstone),-37.782707,144.880499,2.02
51582,Melbourne University/Grattan St (Parkville),-37.800082,144.961661,36.01
51581,Royal Melbourne Hospital/Grattan St (Parkville),-37.799409,144.955626,424.22
51578,Naracoorte Dr/Rockbank Middle Rd (Caroline Springs),-37.744538,144.725603,1.21
51577,Naracoorte Dr/Rockbank Middle Rd (Caroline Springs),-37.744647,144.725645,1.21
51576,Bayonne Cl/Plenty River Dr (Greensborough),-37.683396,145.11774,3.22
51575,Brentwick Dr/Plenty River Dr (Greensborough),-37.683152,145.116532,3.37
51574,Brentwick Dr/Plenty River Dr (Greensborough),-37.683071,145.11489,3.37
51573,Royal Melbourne Hospital/Flemington Rd (North Melbourne),-37.800179,144.955332,200.62
51572,Melbourne University/Grattan St (Carlton),-37.800116,144.96208,16.9
51570,Melbourne University/Pelham St (Carlton),-37.802042,144.960346,590.02
51566,Gardenia Way/Botanical Dr (Caroline Springs),-37.722564,144.733809,1.91
51565,Dahlia Dr/Botanical Dr (Caroline Springs),-37.724027,144.733492,3.98
51564,Lawson Way/Holland Way (Caroline Springs),-37.725759,144.734097,13.07
51563,The Avenue/Holland Way (Caroline Springs),-37.727658,144.736785,1.22
51562,Buckley Way/Holland Way (Caroline Springs),-37.729602,144.7371,3.32
51561,St Catherine Catholic Church/College St (Caroline Springs),-37.730599,144.738363,14.02
51560,St Catherine Catholic Church/College St (Caroline Springs),-37.730484,144.738446,14.02
51559,Buckley Way/Holland Way (Caroline Springs),-37.729639,144.737144,3.32
51558,The Avenue/Holland Way (Caroline Springs),-37.72749,144.736472,1.22
51557,Lawson Way/Holland Way (Caroline Springs),-37.725747,144.734404,13.07
51556,Dahlia Dr/Botanical Dr (Caroline Springs),-37.723981,144.733448,3.98
51555,Gardenia Way/Botanical Dr (Caroline Springs),-37.722673,144.733839,1.91
51399,Rosebank Dr/Narre Warren-Cranbourne Rd (Cranbourne North),-38.076506,145.29686,10.94
51398,Rosebank Dr/Narre Warren-Cranbourne Rd (Cranbourne North),-38.077886,145.296987,10.94
51393,Ravenhall Correctional Centre/Ravenhall Correctional Centre Access Rd (Ravenhall,-37.783967,144.746445,
51392,Sandarra Bvd/Mccormicks Rd (Sandhurst),-38.081941,145.201385,
51391,Sandarra Bvd/Mccormicks Rd (Sandhurst),-38.082629,145.201014,
51390,McCormicks Rd/Wedge Rd (Carrum Downs),-38.087933,145.199014,
51389,Caroline Springs Station/Christies Rd (Ravenhall),-37.766177,144.736962,147.58
51388,Lakeside Reserve/Caroline Springs Bvd (Caroline Springs),-37.754429,144.73993,25.21
51387,Lakeside Reserve/Caroline Springs Bvd (Caroline Springs),-37.75473,144.73966,25.21
51384,The Crossing/Caroline Springs Bvd (Caroline Springs),-37.737427,144.739154,26.4
51383,City Vista Ct/Taylors Rd (Plumpton),-37.720696,144.72665,2.97
51382,City Vista Ct/Taylors Rd (Plumpton),-37.720829,144.726544,2.97
51380,Lancefield Dr/Hume Dr (Caroline Springs),-37.710267,144.735907,13.74
51379,Zodiac Way/Hume Dr (Fraser Rise),-37.711422,144.73129,2.28
51378,Zodiac Way/Hume Dr (Fraser Rise),-37.711323,144.731315,2.28
51377,Osprey Dr/City Vista Ct (Fraser Rise),-37.713271,144.726684,
51376,Osprey Dr/City Vista Ct (Fraser Rise),-37.712438,144.726494,
51375,Royale Dr/City Vista Ct (Fraser Rise),-37.716315,144.726569,16.35
51374,Royale Dr/City Vista Ct (Fraser Rise),-37.715126,144.726616,16.35
51373,Orbis Ave/Taylors Rd (Caroline Springs),-37.721494,144.732071,3.93
51372,Orbis Ave/Taylors Rd (Caroline Springs),-37.721591,144.731955,3.93
51369,Lancefield Dr/Hume Dr (Caroline Springs),-37.7103,144.736213,13.74
51364,Pasedena Bvd/Berwick-Cranbourne Rd (Clyde North),-38.118319,145.324315,1.3
51360,Navarre Dr/Evans Rd (Cranbourne West),-38.108264,145.252725,7.44
51359,Navarre Dr/Evans Rd (Cranbourne West),-38.106922,145.252791,7.44
51358,Baxter-Tooradin Rd/Pearcedale Rd (Pearcedale),-38.202212,145.23535,33.17
51357,St Catherines PS/Clyde Rd (Berwick),-38.067954,145.336522,0.27
51356,St Catherines PS/Clyde Rd (Berwick),-38.069299,145.336663,0.27
51355,Cresthaven Bvd/Clyde Rd (Berwick),-38.063506,145.337409,19.93
51354,Eden Rise Village SC/Clyde Rd (Berwick),-38.061292,145.338292,6.83
51353,Eden Rise Village/Clyde Rd (Berwick),-38.060458,145.337946,3.77
51351,Frawley Rd/Belgrave-Hallam Rd (Hallam),-38.001161,145.274244,10.93
51350,Frawley Rd/Belgrave-Hallam Rd (Hallam),-38.002155,145.274391,10.93
51349,Hallam North Rd/Belgrave-Hallam Rd (Narre Warren North),-37.990662,145.276073,5.33
51348,Hallam North Rd/Belgrave-Hallam Rd (Narre Warren North),-37.99083,145.27649,5.33
51346,Breens Rd/Evans Rd (Cranbourne West),-38.088154,145.256624,13.63
51343,Codrington St/Sladen St (Cranbourne),-38.113488,145.285542,18.86
51342,Codrington St/Sladen St (Cranbourne),-38.113247,145.285718,18.86
51341,Stawell St/Cameron St (Cranbourne),-38.109687,145.290649,3.5
51340,Briarcrest Dr/Hunt Club Bvd (Cranbourne East),-38.104459,145.294877,13.08
51339,Hampton Park SC/Hallam Rd (Hampton Park),-38.033627,145.267853,385.69
51335,Duff St Reserve/Duff St (Cranbourne),-38.100942,145.275605,20.93
51334,Duff St Reserve/Duff St (Cranbourne),-38.10104,145.275534,20.93
51333,Cranbourne Station/Station St (Cranbourne),-38.099556,145.280063,1109.17
51332,Cranbourne Station/Station St (Cranbourne),-38.099695,145.280287,1109.17
51331,Cranbourne Station/Station St (Cranbourne),-38.099852,145.280557,1109.17
51330,Cranbourne Station/Station St (Cranbourne),-38.099945,145.280726,1109.17
51329,Hunt Club Bvd/Scotsdale Dr (Cranbourne East),-38.104346,145.29643,23.77
51328,Narre Warren-Cranbourne Rd/Hunt Club Bvd (Cranbourne East),-38.103503,145.29239,7.74
51327,Cranbourne Park SC/Lyall St (Cranbourne),-38.109597,145.285119,787.29
51326,Hartleigh St/Pattersons Rd (Clyde),-38.120039,145.336253,135.28
51325,Blundy Bvd/Pattersons Rd (Clyde North),-38.119211,145.331892,0.67
51324,Clyde Recreation Reserve/Pattersons Rd (Clyde),-38.118935,145.328978,38.11
51323,Clyde Recreation Reserve/Pattersons Rd (Clyde North),-38.118729,145.327785,0.37
51322,Arbourlea Bvd/Berwick-Cranbourne Rd (Cranbourne North),-38.081903,145.333869,20.82
51321,Featherbrook Cct/Arbourlea Bvd (Cranbourne North),-38.08203,145.329522,23.66
51320,Featherbrook Cct/Arbourlea Bvd (Cranbourne North),-38.081734,145.330224,23.66
51319,Wheelers Park Dr/Alisma Bvd (Cranbourne North),-38.078594,145.3274,28.37
51317,Mountainview Bvd/William Thwaites Bvd (Cranbourne North),-38.083059,145.315133,2.15
51316,Mountainview Bvd/William Thwaites Bvd (Cranbourne North),-38.07885,145.315719,2.15
51315,Aspera Pl/William Thwaites Bvd (Cranbourne North),-38.07906,145.315897,4.71
51314,Aspera Pl/William Thwaites Bvd (Cranbourne North),-38.078859,145.315708,4.71
51313,Alisma Bvd/William Thwaites Bvd (Cranbourne North),-38.076813,145.316336,10.69
51312,Alisma Bvd/William Thwaites Bvd (Cranbourne North),-38.076684,145.316134,10.69
51311,Unity Lane/William Thwaites Bvd (Cranbourne North),-38.073455,145.315912,1.27
51310,Discovery Ave/William Thwaites Bvd (Cranbourne North),-38.073325,145.315641,15.03
51303,Alisma Bvd/Mountainview Bvd (Cranbourne North),-38.078255,145.323862,23.47
51302,Alisma Bvd/Mountainview Bvd (Cranbourne North),-38.078455,145.323333,23.47
51301,Autumn Fields Dr/Mountainview Bvd (Cranbourne North),-38.081343,145.323005,1.63
51300,Crestway Dr/Mountainview Bvd (Cranbourne North),-38.082742,145.322517,5.18
51299,Evesham St/Mountainview Bvd (Cranbourne North),-38.084218,145.319861,7.24
51298,Evesham St/Mountainview Bvd (Cranbourne North),-38.084097,145.320228,7.24
51297,The Avenue Village SC/Linden Tree Way (Cranbourne North),-38.085074,145.317344,75.42
51296,Princes Hwy/Belgrave-Hallam Rd (Hallam),-38.005334,145.273679,25.19
51295,Dandenong Station/Foster St (Dandenong),-37.989468,145.209453,1297.21
51294,Cranbourne Park SC/High St (Cranbourne),-38.10884,145.283255,228.3
51292,John Fawkner Dr/Heatherton Rd (Endeavour Hills),-37.976513,145.269914,1.97
51291,Hanna Dr/Heatherton Rd (Endeavour Hills),-37.976162,145.269945,17.34
51290,The Avenue Village SC/Linden Tree Way (Cranbourne North),-38.085399,145.316801,75.42
51289,Hilltop Park/Heather Gr (Clyde North),-38.110566,145.326648,104.34
51288,Selandra Bvd/Heather Gr (Clyde North),-38.110456,145.324643,54.71
51287,Selandra Bvd/Heather Gr (Clyde North),-38.110294,145.324624,54.71
51286,Calabrese Cct/Selandra Bvd (Clyde North),-38.107293,145.324613,42.53
51285,Blackforest Way/Selandra Bvd (Clyde North),-38.107116,145.324845,2.61
51284,Selandra Rise SC/Selandra Bvd (Clyde North),-38.103989,145.325487,2.87
51283,Narre Warren-Cranbourne Rd/Linsell Bvd (Cranbourne East),-38.098918,145.294355,40.66
51282,Narre Warren-Cranbourne Rd/Linsell Bvd (Cranbourne East),-38.09845,145.293773,40.66
51281,Eileen Ct/Granite Dr (Langwarrin),-38.142118,145.202989,7.83
51280,Eileen Ct/Granite Dr (Langwarrin),-38.14204,145.203185,7.83
51279,Hallam Rd/Lynbrook Bvd (Lynbrook),-38.047953,145.263356,66.48
51278,Hallam Rd/Lynbrook Bvd (Lynbrook),-38.047692,145.263397,66.48
51277,South Gippsland Hwy/Lynbrook Bvd (Lynbrook),-38.050196,145.25846,25.43
51276,Carabeen Way/Moreton Bay Bvd (Lyndhurst),-38.056774,145.245117,2.67
51275,Carabeen Way/Moreton Bay Bvd (Lyndhurst),-38.056632,145.245246,2.67
51274,Monash Dr/Abbotts Rd (Dandenong South),-38.035246,145.240333,16.59
51273,Gaine Rd/Abbotts Rd (Dandenong South),-38.035141,145.240575,5.34
51272,National Dr/Abbotts Rd (Dandenong South),-38.034503,145.23405,21.17
51271,Soccio Pl/Abbotts Rd (Dandenong South),-38.034302,145.233861,4.4
51270,Taylors Rd/Abbotts Rd (Dandenong South),-38.033783,145.228165,31.69
51269,Taylors Rd/Abbotts Rd (Dandenong South),-38.033633,145.228374,31.69
51268,Abbotts Rd/England St (Dandenong South),-38.031928,145.218662,13.12
51267,Abbotts Rd/England St (Dandenong South),-38.031795,145.218825,13.12
51266,Healey Rd/England St (Dandenong South),-38.030059,145.219038,5.2
51265,Healey Rd/England St (Dandenong South),-38.03007,145.219163,5.2
51264,Healey Rd/Kitchen Rd (Dandenong South),-38.029237,145.223091,15.58
51263,Healey Rd/Kitchen Rd (Dandenong South),-38.029625,145.22315,15.58
51262,Monterey Rd/Kitchen Rd (Dandenong South),-38.025769,145.223778,16.71
51261,Monterey Rd/Kitchen Rd (Dandenong South),-38.025555,145.223955,16.71
51260,Nissan Dr/Kitchen Rd (Dandenong South),-38.021707,145.224571,8.79
51259,Zenith Rd/Kitchen Rd (Dandenong South),-38.021386,145.224773,1.65
51258,Greens Rd/Kitchen Rd (Dandenong South),-38.017269,145.225453,33.1
51257,Greens Rd/Kitchen Rd (Dandenong South),-38.017091,145.225617,33.1
51256,Nicole Way/Greens Rd (Dandenong South),-38.015317,145.220363,15.49
51255,Williams Rd/Greens Rd (Dandenong South),-38.015161,145.220743,2.01
51254,Frankston-Dandenong Rd/Greens Rd (Dandenong South),-38.014888,145.216421,12.49
